Season,Team,Player,Role,Nationality,Prime_Rating,Season_Rating,Notes
2018,Sunrisers Hyderabad,Siddarth Kaul,Bowler,Indian,68,75,Quality domestic pacer
2018,Sunrisers Hyderabad,Shakib Al Hasan,All-rounder,Bangladeshi,82,78,Quality spin all-rounder
2018,Sunrisers Hyderabad,Carlos Brathwaite,All-rounder,West Indian,72,68,Lower-order power
2018,Kolkata Knight Riders,Chris Lynn,Opener,Australian,80,82,Explosive overseas opener
2018,Kolkata Knight Riders,Sunil Narine,All-rounder,West Indian,92,90,Crucial as both opener and spinner
2018,Kolkata Knight Riders,Robin Uthappa,Opener,Indian,80,80,Quality opener
2018,Kolkata Knight Riders,Andre Russell,All-rounder,West Indian,90,92,Explosive; devastating lower-order
2018,Kolkata Knight Riders,Dinesh Karthik,WK-Batter (C),Indian,80,82,New captain; solid contribution
2018,Kolkata Knight Riders,Nitish Rana,Batter,Indian,70,75,Solid middle-order
2018,Kolkata Knight Riders,Rinku Singh,Batter,Indian,82,65,Young; developing
2018,Kolkata Knight Riders,Piyush Chawla,Bowler,Indian,75,72,Leg-spin support
2018,Kolkata Knight Riders,Kuldeep Yadav,Bowler,Indian,82,85,Quality wrist-spin; important weapon
2018,Kolkata Knight Riders,Tom Curran,Bowler,English,72,72,Pace support from England
2018,Kolkata Knight Riders,Javon Searles,Bowler,Australian,68,65,Pace support option
2018,Mumbai Indians,Rohit Sharma,Batter (C),Indian,90,85,Solid but team didn't win
2018,Mumbai Indians,Evin Lewis,Opener,West Indian,78,78,Explosive Caribbean opener
2018,Mumbai Indians,Suryakumar Yadav,Batter,Indian,90,82,Growing quality; increasingly important
2018,Mumbai Indians,Kieron Pollard,All-rounder,West Indian,88,85,Explosive finisher
2018,Mumbai Indians,Hardik Pandya,All-rounder,Indian,88,85,Vital all-round; developing further
2018,Mumbai Indians,Krunal Pandya,All-rounder,Indian,75,78,Left-arm spin and hitting
2018,Mumbai Indians,Ishan Kishan,WK-Batter,Indian,82,75,Young; developing talent
2018,Mumbai Indians,Harbhajan Singh,Bowler,Indian,88,72,Veteran spinner; final seasons
2018,Mumbai Indians,Jasprit Bumrah,Bowler,Indian,96,94,World's best T20 bowler; dominant
2018,Mumbai Indians,Mayank Markande,Bowler,Indian,65,75,Surprise debut; brilliant early season
2018,Mumbai Indians,Ben Cutting,All-rounder,Australian,70,68,Lower-order support
2018,Royal Challengers Bangalore,Virat Kohli,Batter (C),Indian,99,88,Good season; team still struggled
2018,Royal Challengers Bangalore,AB de Villiers,WK-Batter,South African,97,90,Brilliant; near-perfect T20 batter
2018,Royal Challengers Bangalore,Quinton de Kock,WK-Batter,South African,88,82,Quality opener; solid contribution
2018,Royal Challengers Bangalore,Brendon McCullum,WK-Batter,New Zealander,85,72,Veteran; final IPL stint
2018,Royal Challengers Bangalore,Colin de Grandhomme,All-rounder,New Zealander,72,70,All-round support
2018,Royal Challengers Bangalore,Moeen Ali,All-rounder,English,80,80,Quality spin and batting
2018,Royal Challengers Bangalore,Yuzvendra Chahal,Bowler,Indian,88,85,Dominant leg-spin
2018,Royal Challengers Bangalore,Tim Southee,Bowler,New Zealander,80,75,Quality overseas pacer
2018,Royal Challengers Bangalore,Umesh Yadav,Bowler,Indian,80,80,Quality pace
2018,Royal Challengers Bangalore,Washington Sundar,Bowler,Indian,78,78,Quality left-arm spin; emerging
2018,Royal Challengers Bangalore,Mohammed Siraj,Bowler,Indian,85,72,Young pacer developing
2018,Rajasthan Royals,Jos Buttler,WK-Batter,English,90,96,Phenomenal debut; 548 runs including 3 hundreds
2018,Rajasthan Royals,Ajinkya Rahane,Opener (C),Indian,82,78,Captain; opening partner for Buttler
2018,Rajasthan Royals,Sanju Samson,WK-Batter,Indian,85,80,Quality middle-order keeper-batter
2018,Rajasthan Royals,Ben Stokes,All-rounder,English,90,80,Below expectations; injury impacts
2018,Rajasthan Royals,Rahul Tripathi,Batter,Indian,70,75,Solid domestic contribution
2018,Rajasthan Royals,Stuart Binny,All-rounder,Indian,68,65,Domestic all-rounder
2018,Rajasthan Royals,Krishnappa Gowtham,All-rounder,Indian,65,68,Domestic all-rounder
2018,Rajasthan Royals,Jofra Archer,Bowler,English,88,82,Debut season; pace quality showing
2018,Rajasthan Royals,Dhawal Kulkarni,Bowler,Indian,65,70,Pace support
2018,Rajasthan Royals,Jaydev Unadkat,Bowler,Indian,72,75,Quality left-arm pacer
2018,Rajasthan Royals,Ben Laughlin,Bowler,Australian,65,62,Pace support
2018,Kings XI Punjab,KL Rahul,WK-Batter,Indian,88,85,Quality opener; emerging superstar
2018,Kings XI Punjab,Lokesh Rahul,WK-Batter,Indian,88,85,Explosive beginning to stint
2018,Kings XI Punjab,Aaron Finch,Opener,Australian,80,80,Quality overseas opener
2018,Kings XI Punjab,Marcus Stoinis,All-rounder,Australian,78,78,Powerful all-rounder
2018,Kings XI Punjab,David Miller,Batter,South African,82,80,Power-hitting continued
2018,Kings XI Punjab,Axar Patel,All-rounder,Indian,78,78,Quality all-rounder
2018,Kings XI Punjab,Karun Nair,Batter,Indian,70,70,Domestic quality
2018,Kings XI Punjab,Mujeeb Ur Rahman,Bowler,Afghan,78,82,Mystery spinner debut; outstanding
2018,Kings XI Punjab,Sandeep Sharma,Bowler,Indian,70,75,Swing bowling quality
2018,Kings XI Punjab,Mohit Sharma,Bowler,Indian,75,72,Pace quality
2018,Kings XI Punjab,Andrew Tye,Bowler,Australian,75,78,Quality Australian pace
2018,Delhi Daredevils,Shreyas Iyer,Batter (C),Indian,85,82,Growing captain; solid contribution
2018,Delhi Daredevils,Prithvi Shaw,Opener,Indian,75,82,Brilliant debut season; outstanding young talent
2018,Delhi Daredevils,Rishabh Pant,WK-Batter,Indian,88,85,Increasingly explosive; world-class developing
2018,Delhi Daredevils,Colin Munro,Opener,New Zealander,72,72,Quality explosive opener
2018,Delhi Daredevils,Glenn Maxwell,All-rounder,Australian,90,82,Quality contribution
2018,Delhi Daredevils,Amit Mishra,Bowler,Indian,80,80,Quality leg-spin
2018,Delhi Daredevils,Kagiso Rabada,Bowler,South African,92,90,Dominant; world-class confirmed
2018,Delhi Daredevils,Chris Morris,Bowler,South African,78,78,Quality pace support
2018,Delhi Daredevils,Avesh Khan,Bowler,Indian,78,68,Very young; debut learning year
2018,Delhi Daredevils,Shahbaz Nadeem,Bowler,Indian,65,68,Left-arm spin support
2018,Delhi Daredevils,Trent Boult,Bowler,New Zealander,88,82,Quality swing bowling
2019,Mumbai Indians,Rohit Sharma,Batter (C),Indian,90,88,Fifth title win; masterful captain
2019,Mumbai Indians,Quinton de Kock,WK-Batter,South African,88,90,Orange Cap contender; blazing opener
2019,Mumbai Indians,Suryakumar Yadav,Batter,Indian,90,88,Growing quality; increasingly important
2019,Mumbai Indians,Kieron Pollard,All-rounder,West Indian,88,88,Vital all-round; match-winner
2019,Mumbai Indians,Hardik Pandya,All-rounder,Indian,88,88,Vital all-round; match-winner
2019,Mumbai Indians,Krunal Pandya,All-rounder,Indian,75,78,Left-arm spin and hitting
2019,Mumbai Indians,Ishan Kishan,WK-Batter,Indian,82,78,Young; developing talent
2019,Mumbai Indians,Rahul Chahar,Bowler,Indian,72,78,Quality young leg-spinner
2019,Mumbai Indians,Jasprit Bumrah,Bowler,Indian,96,95,Purple Cap winner; world-class
2019,Mumbai Indians,Lasith Malinga,Bowler,Sri Lankan,93,80,Final IPL season; still impactful
2019,Mumbai Indians,Trent Boult,Bowler,New Zealander,88,85,Quality swing bowling debut for MI
2019,Chennai Super Kings,Faf du Plessis,Opener,South African,88,90,Brilliant season; quality opener
2019,Chennai Super Kings,Shane Watson,All-rounder,Australian,88,78,Still useful; squad contribution
2019,Chennai Super Kings,Suresh Raina,Batter,Indian,87,85,Consistent; stalwart
2019,Chennai Super Kings,MS Dhoni,WK-Batter (C),Indian,98,88,Runners-up; iconic leader
2019,Chennai Super Kings,Ambati Rayudu,Batter,Indian,75,78,Middle-order solid
2019,Chennai Super Kings,Kedar Jadhav,All-rounder,Indian,72,72,Useful lower-order all-rounder
2019,Chennai Super Kings,Dwayne Bravo,All-rounder,West Indian,85,82,Death bowling and hitting
2019,Chennai Super Kings,Ravindra Jadeja,All-rounder,Indian,90,85,Quality all-round
2019,Chennai Super Kings,Imran Tahir,Bowler,South African,82,90,Purple Cap winner with 26 wickets; exceptional
2019,Chennai Super Kings,Deepak Chahar,Bowler,Indian,82,85,Quality bowling; emerging star
2019,Chennai Super Kings,Shardul Thakur,Bowler,Indian,75,75,Quality pace; growing role
2019,Kolkata Knight Riders,Chris Lynn,Opener,Australian,80,78,Powerful opener; KKR stalwart
2019,Kolkata Knight Riders,Sunil Narine,All-rounder,West Indian,92,88,Still impactful; quality spinner
2019,Kolkata Knight Riders,Robin Uthappa,Opener,Indian,80,75,Consistent quality
2019,Kolkata Knight Riders,Andre Russell,All-rounder,West Indian,90,98,Best ever season; 510 runs at SR 204 + 11 wickets
2019,Kolkata Knight Riders,Dinesh Karthik,WK-Batter (C),Indian,80,78,Captain; solid contribution
2019,Kolkata Knight Riders,Nitish Rana,Batter,Indian,70,72,Solid middle-order
2019,Kolkata Knight Riders,Rinku Singh,Batter,Indian,82,68,Young; developing talent
2019,Kolkata Knight Riders,Piyush Chawla,Bowler,Indian,75,72,Leg-spin support
2019,Kolkata Knight Riders,Kuldeep Yadav,Bowler,Indian,82,82,Quality wrist-spin
2019,Kolkata Knight Riders,Harry Gurney,Bowler,English,72,72,Left-arm pace support
2019,Kolkata Knight Riders,Lockie Ferguson,Bowler,New Zealander,80,80,Rapid New Zealand pacer
2019,Sunrisers Hyderabad,David Warner,Opener (C),Australian,93,95,Orange Cap winner; sensational 692 runs
2019,Sunrisers Hyderabad,Jonny Bairstow,WK-Batter,English,88,92,Brilliant 692 runs partnership with Warner
2019,Sunrisers Hyderabad,Kane Williamson,Batter,New Zealander,90,85,Crucial middle-order
2019,Sunrisers Hyderabad,Vijay Shankar,All-rounder,Indian,70,75,Useful domestic all-rounder
2019,Sunrisers Hyderabad,Deepak Hooda,All-rounder,Indian,72,72,Domestic contribution
2019,Sunrisers Hyderabad,Bhuvneshwar Kumar,Bowler,Indian,88,82,Quality swing bowling; injury hit season
2019,Sunrisers Hyderabad,Rashid Khan,Bowler,Afghan,92,90,Still elite; best spinner in tournament
2019,Sunrisers Hyderabad,Khaleel Ahmed,Bowler,Indian,72,78,Young left-arm pacer; quality debut
2019,Sunrisers Hyderabad,Siddarth Kaul,Bowler,Indian,68,72,Domestic pacer support
2019,Sunrisers Hyderabad,Mitchell Marsh,All-rounder,Australian,85,72,Injury-affected season
2019,Sunrisers Hyderabad,Manish Pandey,Batter,Indian,80,78,Middle-order contribution
2019,Royal Challengers Bangalore,Virat Kohli,Batter (C),Indian,99,90,Good form; team still poor
2019,Royal Challengers Bangalore,Parthiv Patel,WK-Batter,Indian,72,72,Wicketkeeper opener
2019,Royal Challengers Bangalore,AB de Villiers,WK-Batter,South African,97,90,Brilliant; farewell tour imminent
2019,Royal Challengers Bangalore,Marcus Stoinis,All-rounder,Australian,78,78,Powerful all-rounder
2019,Royal Challengers Bangalore,Moeen Ali,All-rounder,English,80,75,Spin and batting
2019,Royal Challengers Bangalore,Akshdeep Nath,Batter,Indian,62,62,Domestic support
2019,Royal Challengers Bangalore,Yuzvendra Chahal,Bowler,Indian,88,85,Dominant leg-spin
2019,Royal Challengers Bangalore,Chris Morris,Bowler,South African,78,78,Pace support
2019,Royal Challengers Bangalore,Umesh Yadav,Bowler,Indian,80,80,Quality pace
2019,Royal Challengers Bangalore,Mohammed Siraj,Bowler,Indian,85,75,Young pacer developing
2019,Royal Challengers Bangalore,Dale Steyn,Bowler,South African,95,68,Final IPL season; well below peak
2019,Delhi Capitals,Shikhar Dhawan,Opener,Indian,88,82,Quality opener; franchise rebranding
2019,Delhi Capitals,Prithvi Shaw,Opener,Indian,75,80,Exciting young opener; brilliant
2019,Delhi Capitals,Shreyas Iyer,Batter (C),Indian,85,85,Quality captain; growing stature
2019,Delhi Capitals,Rishabh Pant,WK-Batter,Indian,88,88,Emerging captain; exciting batting
2019,Delhi Capitals,Colin Ingram,Batter,South African,72,72,Useful middle-order overseas
2019,Delhi Capitals,Axar Patel,All-rounder,Indian,78,78,Quality all-rounder
2019,Delhi Capitals,Amit Mishra,Bowler,Indian,80,78,Quality leg-spin
2019,Delhi Capitals,Kagiso Rabada,Bowler,South African,92,92,Dominant; elite pace bowling
2019,Delhi Capitals,Trent Boult,Bowler,New Zealander,88,82,Quality swing bowling
2019,Delhi Capitals,Ishant Sharma,Bowler,Indian,80,75,Veteran pacer
2019,Delhi Capitals,Keemo Paul,All-rounder,West Indian,65,65,Support all-rounder
2019,Kings XI Punjab,KL Rahul,WK-Batter (C),Indian,88,88,Emerging as quality captain-batsman
2019,Kings XI Punjab,Chris Gayle,Opener,West Indian,95,82,Final quality season; still destructive
2019,Kings XI Punjab,Mayank Agarwal,Opener,Indian,78,85,Breakout season; extraordinary form
2019,Kings XI Punjab,David Miller,Batter,South African,82,80,Power-hitting; consistent
2019,Kings XI Punjab,Sarfaraz Khan,Batter,Indian,72,72,Young power-hitter
2019,Kings XI Punjab,Sam Curran,All-rounder,English,78,80,Quality all-round contribution
2019,Kings XI Punjab,Mohammed Shami,Bowler,Indian,88,82,Quality pace; growing reputation
2019,Kings XI Punjab,Mujeeb Ur Rahman,Bowler,Afghan,78,80,Mystery spin continued quality
2019,Kings XI Punjab,Hardus Viljoen,Bowler,South African,68,68,Pace support
2019,Kings XI Punjab,Ankit Rajpoot,Bowler,Indian,65,68,Domestic pace option
2019,Kings XI Punjab,Varun Chakravarthy,Bowler,Indian,72,72,Mystery spinner; growing quality
2019,Rajasthan Royals,Ajinkya Rahane,Opener (C),Indian,82,78,Captain; opener
2019,Rajasthan Royals,Jos Buttler,WK-Batter,English,90,80,Below 2018 standards; still quality
2019,Rajasthan Royals,Sanju Samson,WK-Batter,Indian,85,82,Consistent middle-order
2019,Rajasthan Royals,Steve Smith,Batter,Australian,95,80,Quality contribution
2019,Rajasthan Royals,Riyan Parag,Batter,Indian,78,75,Exciting young talent; debut
2019,Rajasthan Royals,Ben Stokes,All-rounder,English,90,82,Quality all-round season
2019,Rajasthan Royals,Stuart Binny,All-rounder,Indian,68,62,Declining domestic contribution
2019,Rajasthan Royals,Jofra Archer,Bowler,English,88,85,Developing pace; quality growing
2019,Rajasthan Royals,Dhawal Kulkarni,Bowler,Indian,65,68,Pace support
2019,Rajasthan Royals,Shreyas Gopal,Bowler,Indian,65,72,Leg-spin quality; decent season
2019,Rajasthan Royals,Jaydev Unadkat,Bowler,Indian,72,72,Left-arm pace quality
2020,Mumbai Indians,Rohit Sharma,Batter (C),Indian,90,82,Sixth title; led team post-injury
2020,Mumbai Indians,Quinton de Kock,WK-Batter,South African,88,88,Explosive opener; title contributor
2020,Mumbai Indians,Suryakumar Yadav,Batter,Indian,90,88,Destructive; growing world-class stature
2020,Mumbai Indians,Kieron Pollard,All-rounder,West Indian,88,88,Clutch finisher; vital
2020,Mumbai Indians,Hardik Pandya,All-rounder,Indian,88,82,Vital all-round; injury reduced output
2020,Mumbai Indians,Ishan Kishan,WK-Batter,Indian,82,82,Explosive keeper-batter; growing
2020,Mumbai Indians,Krunal Pandya,All-rounder,Indian,75,75,Left-arm spin and hitting
2020,Mumbai Indians,Rahul Chahar,Bowler,Indian,72,80,Quality young leg-spinner; key
2020,Mumbai Indians,Jasprit Bumrah,Bowler,Indian,96,93,Consistent excellence; key title weapon
2020,Mumbai Indians,Trent Boult,Bowler,New Zealander,88,90,Brilliant debut season; quality swing
2020,Mumbai Indians,James Pattinson,Bowler,Australian,78,78,Overseas pace support
2020,Delhi Capitals,Shikhar Dhawan,Opener,Indian,88,92,Best IPL season; Orange Cap; 618 runs
2020,Delhi Capitals,Prithvi Shaw,Opener,Indian,75,80,Quality young opener
2020,Delhi Capitals,Shreyas Iyer,Batter (C),Indian,85,88,Solid captain; DC reached final
2020,Delhi Capitals,Rishabh Pant,WK-Batter,Indian,88,85,Entertaining wicketkeeper-batter
2020,Delhi Capitals,Marcus Stoinis,All-rounder,Australian,78,80,Powerful all-round contribution
2020,Delhi Capitals,Axar Patel,All-rounder,Indian,78,78,Quality all-rounder
2020,Delhi Capitals,Amit Mishra,Bowler,Indian,80,72,Veteran leg-spin; declining slightly
2020,Delhi Capitals,Kagiso Rabada,Bowler,South African,92,97,Purple Cap with 30 wickets; outstanding
2020,Delhi Capitals,Ravichandran Ashwin,Bowler,Indian,88,82,Quality spinner; joined DC
2020,Delhi Capitals,Anrich Nortje,Bowler,South African,82,85,Debut season; world-class pace emerging
2020,Delhi Capitals,Avesh Khan,Bowler,Indian,78,75,Young pacer developing
2020,Sunrisers Hyderabad,David Warner,Opener (C),Australian,93,85,Solid season; reached final
2020,Sunrisers Hyderabad,Jonny Bairstow,WK-Batter,English,88,82,Quality overseas opener
2020,Sunrisers Hyderabad,Kane Williamson,Batter,New Zealander,90,85,Crucial middle-order
2020,Sunrisers Hyderabad,Manish Pandey,Batter,Indian,80,78,Quality middle-order
2020,Sunrisers Hyderabad,Vijay Shankar,All-rounder,Indian,70,72,Useful all-rounder
2020,Sunrisers Hyderabad,Priyam Garg,Batter,Indian,65,65,Young debut; learning season
2020,Sunrisers Hyderabad,Bhuvneshwar Kumar,Bowler,Indian,88,75,Injury-affected season
2020,Sunrisers Hyderabad,Rashid Khan,Bowler,Afghan,92,92,Still elite; best spinner
2020,Sunrisers Hyderabad,T Natarajan,Bowler,Indian,72,85,Outstanding debut; death bowling specialist
2020,Sunrisers Hyderabad,Jason Holder,All-rounder,West Indian,78,82,Quality all-round addition
2020,Sunrisers Hyderabad,Siddarth Kaul,Bowler,Indian,68,68,Domestic support pacer
2020,Royal Challengers Bangalore,Aaron Finch,Opener (C),Australian,80,72,Captain; below form
2020,Royal Challengers Bangalore,Devdutt Padikkal,Opener,Indian,82,85,Debut; brilliant 473 runs
2020,Royal Challengers Bangalore,Virat Kohli,Batter (C),Indian,99,88,Good form; team improved but no title
2020,Royal Challengers Bangalore,AB de Villiers,WK-Batter,South African,97,92,Farewell tour brewing; still brilliant
2020,Royal Challengers Bangalore,Shivam Dube,All-rounder,Indian,78,75,Useful all-round
2020,Royal Challengers Bangalore,Isuru Udana,All-rounder,Sri Lankan,68,68,Lower-order support
2020,Royal Challengers Bangalore,Yuzvendra Chahal,Bowler,Indian,88,88,Dominant leg-spin; key weapon
2020,Royal Challengers Bangalore,Washington Sundar,Bowler,Indian,78,80,Quality spin; developing
2020,Royal Challengers Bangalore,Chris Morris,Bowler,South African,78,75,Pace support
2020,Royal Challengers Bangalore,Navdeep Saini,Bowler,Indian,72,75,Young pace; quality emerging
2020,Royal Challengers Bangalore,Mohammed Siraj,Bowler,Indian,85,80,Growing quality; important
2020,Kolkata Knight Riders,Shubman Gill,Batter,Indian,90,78,Young opener; developing
2020,Kolkata Knight Riders,Sunil Narine,All-rounder,West Indian,92,82,Still vital; quality spinner
2020,Kolkata Knight Riders,Nitish Rana,Batter,Indian,70,78,Solid middle-order
2020,Kolkata Knight Riders,Eoin Morgan,Batter (C),English,82,75,New captain; below best
2020,Kolkata Knight Riders,Andre Russell,All-rounder,West Indian,90,80,Injury-impacted; below 2019 levels
2020,Kolkata Knight Riders,Dinesh Karthik,WK-Batter,Indian,80,72,Declining form; stepped down as captain
2020,Kolkata Knight Riders,Rinku Singh,Batter,Indian,82,70,Young; developing
2020,Kolkata Knight Riders,Varun Chakravarthy,Bowler,Indian,72,82,Mystery spinner; breakout season
2020,Kolkata Knight Riders,Kuldeep Yadav,Bowler,Indian,82,72,Below form; struggling
2020,Kolkata Knight Riders,Pat Cummins,Bowler,Australian,92,82,Quality Australian pace; record buy
2020,Kolkata Knight Riders,Lockie Ferguson,Bowler,New Zealander,80,78,Rapid pace; useful contribution
2020,Chennai Super Kings,Faf du Plessis,Opener,South African,88,80,Solid opener; team below par
2020,Chennai Super Kings,Ruturaj Gaikwad,Opener,Indian,85,72,Debut; limited early games
2020,Chennai Super Kings,Suresh Raina,Batter,Indian,87,0,Withdrew before tournament
2020,Chennai Super Kings,MS Dhoni,WK-Batter (C),Indian,98,72,Career-low season; team below par
2020,Chennai Super Kings,Ambati Rayudu,Batter,Indian,75,75,Solid middle-order
2020,Chennai Super Kings,Sam Curran,All-rounder,English,78,78,Quality all-round contribution
2020,Chennai Super Kings,Kedar Jadhav,All-rounder,Indian,72,68,Declining contribution
2020,Chennai Super Kings,Ravindra Jadeja,All-rounder,Indian,90,82,Quality all-round despite poor team
2020,Chennai Super Kings,Deepak Chahar,Bowler,Indian,82,82,Quality bowling; crucial wickets
2020,Chennai Super Kings,Lungi Ngidi,Bowler,South African,80,78,Quality overseas pacer
2020,Chennai Super Kings,Shardul Thakur,Bowler,Indian,75,78,Quality pace; growing role
2020,Rajasthan Royals,Ben Stokes,All-rounder,English,90,82,Quality but injury-affected
2020,Rajasthan Royals,Jos Buttler,WK-Batter,English,90,82,Quality contribution; consistent
2020,Rajasthan Royals,Sanju Samson,WK-Batter (C),Indian,85,85,Impressive quality; growing captain
2020,Rajasthan Royals,Steve Smith,Batter,Australian,95,82,Quality batting
2020,Rajasthan Royals,Robin Uthappa,Batter,Indian,80,72,Useful contribution
2020,Rajasthan Royals,Riyan Parag,Batter,Indian,78,78,Growing young talent
2020,Rajasthan Royals,Tom Curran,Bowler,English,72,70,Pace support from England
2020,Rajasthan Royals,Jofra Archer,Bowler,English,88,88,Quality pace; growing reputation
2020,Rajasthan Royals,Kartik Tyagi,Bowler,Indian,65,70,Young pacer debut; solid
2020,Rajasthan Royals,Shreyas Gopal,Bowler,Indian,65,68,Leg-spin quality
2020,Rajasthan Royals,Jaydev Unadkat,Bowler,Indian,72,70,Left-arm pace quality
2020,Kings XI Punjab,KL Rahul,WK-Batter (C),Indian,88,95,Orange Cap; extraordinary 670 runs
2020,Kings XI Punjab,Mayank Agarwal,Opener,Indian,78,88,Quality opener; strong partnership with Rahul
2020,Kings XI Punjab,Nicholas Pooran,WK-Batter,West Indian,78,80,Power-hitting middle-order
2020,Kings XI Punjab,Mandeep Singh,Batter,Indian,65,68,Domestic contribution
2020,Kings XI Punjab,Glenn Maxwell,All-rounder,Australian,90,72,Below expectations; poor season
2020,Kings XI Punjab,Chris Jordan,Bowler,English,72,72,Pace support
2020,Kings XI Punjab,Mohammed Shami,Bowler,Indian,88,85,Quality pace; strong season
2020,Kings XI Punjab,Ravi Bishnoi,Bowler,Indian,70,78,Debut; quality young leg-spinner
2020,Kings XI Punjab,Arshdeep Singh,Bowler,Indian,78,78,Debut; quality young left-arm pacer
2020,Kings XI Punjab,Murugan Ashwin,Bowler,Indian,65,68,Spin support
2020,Kings XI Punjab,Karun Nair,Batter,Indian,70,65,Domestic middle-order
2021,Chennai Super Kings,Ruturaj Gaikwad,Opener,Indian,85,90,Orange Cap winner; 635 runs; title hero
2021,Chennai Super Kings,Faf du Plessis,Opener,South African,88,88,Quality opener; season-long consistency
2021,Chennai Super Kings,Suresh Raina,Batter,Indian,87,82,Returned after 2020 withdrawal; solid
2021,Chennai Super Kings,MS Dhoni,WK-Batter (C),Indian,98,82,Champions; redemption season leader
2021,Chennai Super Kings,Ambati Rayudu,Batter,Indian,75,78,Solid middle-order
2021,Chennai Super Kings,Sam Curran,All-rounder,English,78,80,Quality all-round
2021,Chennai Super Kings,Kedar Jadhav,All-rounder,Indian,72,68,Lower-order support
2021,Chennai Super Kings,Ravindra Jadeja,All-rounder,Indian,90,90,Brilliant all-round; title key contributor
2021,Chennai Super Kings,Deepak Chahar,Bowler,Indian,82,88,Quality bowling; crucial wickets
2021,Chennai Super Kings,Shardul Thakur,Bowler,Indian,75,80,Quality pace; growing role
2021,Chennai Super Kings,Dwayne Bravo,All-rounder,West Indian,85,80,Death bowling veteran; crucial
2021,Kolkata Knight Riders,Shubman Gill,Batter,Indian,90,82,Developing quality opener
2021,Kolkata Knight Riders,Venkatesh Iyer,All-rounder,Indian,80,88,Breakout star; impactful debut in second half
2021,Kolkata Knight Riders,Nitish Rana,Batter,Indian,70,80,Solid middle-order
2021,Kolkata Knight Riders,Eoin Morgan,Batter (C),English,82,72,Captain; below-par season
2021,Kolkata Knight Riders,Andre Russell,All-rounder,West Indian,90,82,Veteran still dangerous
2021,Kolkata Knight Riders,Dinesh Karthik,WK-Batter,Indian,80,72,Declining form
2021,Kolkata Knight Riders,Sunil Narine,All-rounder,West Indian,92,88,Still vital; mystery spin
2021,Kolkata Knight Riders,Varun Chakravarthy,Bowler,Indian,72,85,Outstanding; excellent economy
2021,Kolkata Knight Riders,Shakib Al Hasan,All-rounder,Bangladeshi,82,78,Quality spin and batting
2021,Kolkata Knight Riders,Pat Cummins,Bowler,Australian,92,78,Quality pace; injury affected
2021,Kolkata Knight Riders,Lockie Ferguson,Bowler,New Zealander,80,78,Rapid pace; useful
2021,Royal Challengers Bangalore,Virat Kohli,Batter (C),Indian,99,82,Final RCB captain season; consistent but no title
2021,Royal Challengers Bangalore,Devdutt Padikkal,Opener,Indian,82,85,Consistent; developing quality
2021,Royal Challengers Bangalore,AB de Villiers,WK-Batter,South African,97,88,Final IPL season; retirement soon
2021,Royal Challengers Bangalore,Glenn Maxwell,All-rounder,Australian,90,90,Back to his best; brilliant for RCB
2021,Royal Challengers Bangalore,Mohammed Siraj,Bowler,Indian,85,82,Growing quality; important
2021,Royal Challengers Bangalore,Harshal Patel,Bowler,Indian,75,88,Outstanding debut; multiple hat-tricks
2021,Royal Challengers Bangalore,Yuzvendra Chahal,Bowler,Indian,88,82,Dominant leg-spin but transferred
2021,Royal Challengers Bangalore,Kyle Jamieson,Bowler,New Zealander,80,78,Quality overseas pace
2021,Royal Challengers Bangalore,Shahbaz Ahmed,All-rounder,Indian,68,72,Domestic all-rounder; useful
2021,Royal Challengers Bangalore,Wanindu Hasaranga,Bowler,Sri Lankan,82,80,Quality leg-spin; growing role
2021,Royal Challengers Bangalore,Daniel Christian,All-rounder,Australian,68,68,Lower-order support
2021,Mumbai Indians,Rohit Sharma,Batter (C),Indian,90,80,Defending champions; below expectations
2021,Mumbai Indians,Quinton de Kock,WK-Batter,South African,88,85,Quality opener; decent season
2021,Mumbai Indians,Suryakumar Yadav,Batter,Indian,90,88,Emerging as world's best T20 batter
2021,Mumbai Indians,Kieron Pollard,All-rounder,West Indian,88,80,Veteran; still contributing
2021,Mumbai Indians,Hardik Pandya,All-rounder,Indian,88,78,Injury affected; below best
2021,Mumbai Indians,Ishan Kishan,WK-Batter,Indian,82,85,Explosive debut to superstar status
2021,Mumbai Indians,Krunal Pandya,All-rounder,Indian,75,75,Left-arm spin and hitting
2021,Mumbai Indians,Rahul Chahar,Bowler,Indian,72,78,Quality leg-spinner
2021,Mumbai Indians,Jasprit Bumrah,Bowler,Indian,96,88,Solid but team disappointed
2021,Mumbai Indians,Trent Boult,Bowler,New Zealander,88,82,Quality swing bowling
2021,Mumbai Indians,Adam Milne,Bowler,New Zealander,70,70,Rapid pace; support role
2021,Delhi Capitals,Shikhar Dhawan,Opener,Indian,88,90,Consistent opener; DC competitive
2021,Delhi Capitals,Prithvi Shaw,Opener,Indian,75,82,Exciting young opener
2021,Delhi Capitals,Shreyas Iyer,Batter,Indian,85,72,Injury hit; missed majority of season
2021,Delhi Capitals,Rishabh Pant,WK-Batter (C),Indian,88,88,Emerging captain; exciting batting
2021,Delhi Capitals,Marcus Stoinis,All-rounder,Australian,78,78,Powerful all-round contribution
2021,Delhi Capitals,Axar Patel,All-rounder,Indian,78,82,Quality all-rounder; growing stature
2021,Delhi Capitals,Ravichandran Ashwin,Bowler,Indian,88,82,Quality spinner; important role
